package,source_go,kind,target_dart,phase,status,notes
agent,agent/arbiter.go,impl,lib/core/agent/ref/agent/arbiter.dart,P5,pending,
agent,agent/arbiter_test.go,test,lib/core/agent/test/ref/agent/arbiter_test.dart,P5,pending,
agent,agent/argserror_test.go,test,lib/core/agent/test/ref/agent/argserror_test.dart,P5,pending,
agent,agent/ask.go,impl,lib/core/agent/ref/agent/ask.dart,P5,pending,
agent,agent/ask_test.go,test,lib/core/agent/test/ref/agent/ask_test.dart,P5,pending,
agent,agent/background_evidence.go,impl,lib/core/agent/ref/agent/background_evidence.dart,P5,pending,
agent,agent/blocked_outcome.go,impl,lib/core/agent/ref/agent/blocked_outcome.dart,P5,pending,
agent,agent/blocked_tool_e2e_test.go,test,lib/core/agent/test/ref/agent/blocked_tool_e2e_test.dart,P5,pending,
agent,agent/branch.go,impl,lib/core/agent/ref/agent/branch.dart,P5,pending,
agent,agent/branch_sanitize_test.go,test,lib/core/agent/test/ref/agent/branch_sanitize_test.dart,P5,pending,
agent,agent/branch_test.go,test,lib/core/agent/test/ref/agent/branch_test.dart,P5,pending,
agent,agent/cache_diagnostics_test.go,test,lib/core/agent/test/ref/agent/cache_diagnostics_test.dart,P5,pending,
agent,agent/cache_shape.go,impl,lib/core/agent/ref/agent/cache_shape.dart,P5,pending,
agent,agent/cache_shape_test.go,test,lib/core/agent/test/ref/agent/cache_shape_test.dart,P5,pending,
agent,agent/cachehit_e2e_test.go,test,lib/core/agent/test/ref/agent/cachehit_e2e_test.dart,P5,pending,
agent,agent/cancel_test.go,test,lib/core/agent/test/ref/agent/cancel_test.dart,P5,pending,
agent,agent/canonical_path_test.go,test,lib/core/agent/test/ref/agent/canonical_path_test.dart,P5,pending,
agent,agent/canonical_todo_test.go,test,lib/core/agent/test/ref/agent/canonical_todo_test.dart,P5,pending,
agent,agent/capability_gate.go,impl,lib/core/agent/ref/agent/capability_gate.dart,P5,pending,
agent,agent/capability_gate_test.go,test,lib/core/agent/test/ref/agent/capability_gate_test.dart,P5,pending,
agent,agent/compact.go,impl,lib/core/agent/ref/agent/compact.dart,P5,pending,
agent,agent/compact_commit.go,impl,lib/core/agent/ref/agent/compact_commit.dart,P5,pending,
agent,agent/compact_commit_emit_test.go,test,lib/core/agent/test/ref/agent/compact_commit_emit_test.dart,P5,pending,
agent,agent/compact_fold_input.go,impl,lib/core/agent/ref/agent/compact_fold_input.dart,P5,pending,
agent,agent/compact_fold_input_test.go,test,lib/core/agent/test/ref/agent/compact_fold_input_test.dart,P5,pending,
agent,agent/compact_incremental_test.go,test,lib/core/agent/test/ref/agent/compact_incremental_test.dart,P5,pending,
agent,agent/compact_loop_e2e_test.go,test,lib/core/agent/test/ref/agent/compact_loop_e2e_test.dart,P5,pending,
agent,agent/compact_partition_test.go,test,lib/core/agent/test/ref/agent/compact_partition_test.dart,P5,pending,
agent,agent/compact_projection.go,impl,lib/core/agent/ref/agent/compact_projection.dart,P5,pending,
agent,agent/compact_retry_test.go,test,lib/core/agent/test/ref/agent/compact_retry_test.dart,P5,pending,
agent,agent/compact_same_turn_overflow_test.go,test,lib/core/agent/test/ref/agent/compact_same_turn_overflow_test.dart,P5,pending,
agent,agent/compact_search_estimate_test.go,test,lib/core/agent/test/ref/agent/compact_search_estimate_test.dart,P5,pending,
agent,agent/compact_summary_failure_test.go,test,lib/core/agent/test/ref/agent/compact_summary_failure_test.dart,P5,pending,
agent,agent/compact_test.go,test,lib/core/agent/test/ref/agent/compact_test.dart,P5,pending,
agent,agent/compact_threshold_test.go,test,lib/core/agent/test/ref/agent/compact_threshold_test.dart,P5,pending,
agent,agent/compact_truncate_test.go,test,lib/core/agent/test/ref/agent/compact_truncate_test.dart,P5,pending,
agent,agent/compact_turn_guard.go,impl,lib/core/agent/ref/agent/compact_turn_guard.dart,P5,pending,
agent,agent/compact_user_turns.go,impl,lib/core/agent/ref/agent/compact_user_turns.dart,P5,pending,
agent,agent/compact_user_turns_test.go,test,lib/core/agent/test/ref/agent/compact_user_turns_test.dart,P5,pending,
agent,agent/complete_step_e2e_test.go,test,lib/core/agent/test/ref/agent/complete_step_e2e_test.dart,P5,pending,
agent,agent/complete_subtask.go,impl,lib/core/agent/ref/agent/complete_subtask.dart,P5,pending,
agent,agent/complete_subtask_test.go,test,lib/core/agent/test/ref/agent/complete_subtask_test.dart,P5,pending,
agent,agent/completion_receipt_test.go,test,lib/core/agent/test/ref/agent/completion_receipt_test.dart,P5,pending,
agent,agent/completion_shadow.go,impl,lib/core/agent/ref/agent/completion_shadow.dart,P5,pending,
agent,agent/completion_shadow_test.go,test,lib/core/agent/test/ref/agent/completion_shadow_test.dart,P5,pending,
agent,agent/compress_tool_test.go,test,lib/core/agent/test/ref/agent/compress_tool_test.dart,P5,pending,
agent,agent/context_admission_test.go,test,lib/core/agent/test/ref/agent/context_admission_test.dart,P5,pending,
agent,agent/context_capsule.go,impl,lib/core/agent/ref/agent/context_capsule.dart,P5,pending,
agent,agent/context_capsule_test.go,test,lib/core/agent/test/ref/agent/context_capsule_test.dart,P5,pending,
agent,agent/context_editing_test.go,test,lib/core/agent/test/ref/agent/context_editing_test.dart,P5,pending,
agent,agent/context_maintenance_issue7935_test.go,test,lib/core/agent/test/ref/agent/context_maintenance_issue7935_test.dart,P5,pending,
agent,agent/context_maintenance_restart_test.go,test,lib/core/agent/test/ref/agent/context_maintenance_restart_test.dart,P5,pending,
agent,agent/context_manager.go,impl,lib/core/agent/ref/agent/context_manager.dart,P5,pending,
agent,agent/context_manager_test.go,test,lib/core/agent/test/ref/agent/context_manager_test.dart,P5,pending,
agent,agent/context_receipt.go,impl,lib/core/agent/ref/agent/context_receipt.dart,P5,pending,
agent,agent/context_recovery.go,impl,lib/core/agent/ref/agent/context_recovery.dart,P5,pending,
agent,agent/context_recovery_test.go,test,lib/core/agent/test/ref/agent/context_recovery_test.dart,P5,pending,
agent,agent/context_recovery_tool_loop_test.go,test,lib/core/agent/test/ref/agent/context_recovery_tool_loop_test.dart,P5,pending,
agent,agent/context_report.go,impl,lib/core/agent/ref/agent/context_report.dart,P5,pending,
agent,agent/context_report_test.go,test,lib/core/agent/test/ref/agent/context_report_test.dart,P5,pending,
agent,agent/context_status.go,impl,lib/core/agent/ref/agent/context_status.dart,P5,pending,
agent,agent/context_usage.go,impl,lib/core/agent/ref/agent/context_usage.dart,P5,pending,
agent,agent/context_usage_test.go,test,lib/core/agent/test/ref/agent/context_usage_test.dart,P5,pending,
agent,agent/contextual_tool_test.go,test,lib/core/agent/test/ref/agent/contextual_tool_test.dart,P5,pending,
agent,agent/contract_shadow.go,impl,lib/core/agent/ref/agent/contract_shadow.dart,P5,pending,
agent,agent/contract_shadow_test.go,test,lib/core/agent/test/ref/agent/contract_shadow_test.dart,P5,pending,
agent,agent/coordinator.go,impl,lib/core/agent/ref/agent/coordinator.dart,P5,pending,
agent,agent/coordinator_rollback.go,impl,lib/core/agent/ref/agent/coordinator_rollback.dart,P5,pending,
agent,agent/coordinator_test.go,test,lib/core/agent/test/ref/agent/coordinator_test.dart,P5,pending,
agent,agent/criterion_proof_test.go,test,lib/core/agent/test/ref/agent/criterion_proof_test.dart,P5,pending,
agent,agent/delegation_admission.go,impl,lib/core/agent/ref/agent/delegation_admission.dart,P5,pending,
agent,agent/delegation_admission_test.go,test,lib/core/agent/test/ref/agent/delegation_admission_test.dart,P5,pending,
agent,agent/delegation_origin_test.go,test,lib/core/agent/test/ref/agent/delegation_origin_test.dart,P5,pending,
agent,agent/delivery_hardening_test.go,test,lib/core/agent/test/ref/agent/delivery_hardening_test.dart,P5,pending,
agent,agent/delivery_scope.go,impl,lib/core/agent/ref/agent/delivery_scope.dart,P5,pending,
agent,agent/delivery_scope_test.go,test,lib/core/agent/test/ref/agent/delivery_scope_test.dart,P5,pending,
agent,agent/delivery_visible_final_test.go,test,lib/core/agent/test/ref/agent/delivery_visible_final_test.dart,P5,pending,
agent,agent/dependent_writer_preview_test.go,test,lib/core/agent/test/ref/agent/dependent_writer_preview_test.dart,P5,pending,
agent,agent/dispatch_test.go,test,lib/core/agent/test/ref/agent/dispatch_test.dart,P5,pending,
agent,agent/ebm.go,impl,lib/core/agent/ref/agent/ebm.dart,P5,pending,
agent,agent/ebm_test.go,test,lib/core/agent/test/ref/agent/ebm_test.dart,P5,pending,
agent,agent/effect_matrix_test.go,test,lib/core/agent/test/ref/agent/effect_matrix_test.dart,P5,pending,
agent,agent/empty_final_test.go,test,lib/core/agent/test/ref/agent/empty_final_test.dart,P5,pending,
agent,agent/errors.go,impl,lib/core/agent/ref/agent/errors.dart,P5,pending,
agent,agent/errors_test.go,test,lib/core/agent/test/ref/agent/errors_test.dart,P5,pending,
agent,agent/evidence_flow_fact_test.go,test,lib/core/agent/test/ref/agent/evidence_flow_fact_test.dart,P5,pending,
agent,agent/evidence_flow_test.go,test,lib/core/agent/test/ref/agent/evidence_flow_test.dart,P5,pending,
agent,agent/execute_batch.go,impl,lib/core/agent/ref/agent/execute_batch.dart,P5,pending,
agent,agent/execute_one.go,impl,lib/core/agent/ref/agent/execute_one.dart,P5,pending,
agent,agent/execution_engine.go,impl,lib/core/agent/ref/agent/execution_engine.dart,P5,pending,
agent,agent/extensions.go,impl,lib/core/agent/ref/agent/extensions.dart,P5,pending,
agent,agent/extensions_test.go,test,lib/core/agent/test/ref/agent/extensions_test.dart,P5,pending,
agent,agent/fact_driven_cache_test.go,test,lib/core/agent/test/ref/agent/fact_driven_cache_test.dart,P5,pending,
agent,agent/failure_snip.go,impl,lib/core/agent/ref/agent/failure_snip.dart,P5,pending,
agent,agent/failure_snip_langs_test.go,test,lib/core/agent/test/ref/agent/failure_snip_langs_test.dart,P5,pending,
agent,agent/failure_snip_test.go,test,lib/core/agent/test/ref/agent/failure_snip_test.dart,P5,pending,
agent,agent/failure_survives_folds_test.go,test,lib/core/agent/test/ref/agent/failure_survives_folds_test.dart,P5,pending,
agent,agent/final_readiness.go,impl,lib/core/agent/ref/agent/final_readiness.dart,P5,pending,
agent,agent/final_readiness_recovery.go,impl,lib/core/agent/ref/agent/final_readiness_recovery.dart,P5,pending,
agent,agent/final_readiness_recovery_extensions_test.go,test,lib/core/agent/test/ref/agent/final_readiness_recovery_extensions_test.dart,P5,pending,
agent,agent/final_readiness_recovery_test.go,test,lib/core/agent/test/ref/agent/final_readiness_recovery_test.dart,P5,pending,
agent,agent/final_readiness_test.go,test,lib/core/agent/test/ref/agent/final_readiness_test.dart,P5,pending,
agent,agent/final_rejection_test.go,test,lib/core/agent/test/ref/agent/final_rejection_test.dart,P5,pending,
agent,agent/finalization.go,impl,lib/core/agent/ref/agent/finalization.dart,P5,pending,
agent,agent/fleet.go,impl,lib/core/agent/ref/agent/fleet.dart,P5,pending,
agent,agent/fleet_graph.go,impl,lib/core/agent/ref/agent/fleet_graph.dart,P5,pending,
agent,agent/fleet_graph_test.go,test,lib/core/agent/test/ref/agent/fleet_graph_test.dart,P5,pending,
agent,agent/fleet_test.go,test,lib/core/agent/test/ref/agent/fleet_test.dart,P5,pending,
agent,agent/fork.go,impl,lib/core/agent/ref/agent/fork.dart,P5,pending,
agent,agent/fork_test.go,test,lib/core/agent/test/ref/agent/fork_test.dart,P5,pending,
agent,agent/format.go,impl,lib/core/agent/ref/agent/format.dart,P5,pending,
agent,agent/format_test.go,test,lib/core/agent/test/ref/agent/format_test.dart,P5,pending,
agent,agent/gate_test.go,test,lib/core/agent/test/ref/agent/gate_test.dart,P5,pending,
agent,agent/goal_boundaries_test.go,test,lib/core/agent/test/ref/agent/goal_boundaries_test.dart,P5,pending,
agent,agent/goal_display.go,impl,lib/core/agent/ref/agent/goal_display.dart,P5,pending,
agent,agent/goal_display_test.go,test,lib/core/agent/test/ref/agent/goal_display_test.dart,P5,pending,
agent,agent/goal_recorder_isolation_test.go,test,lib/core/agent/test/ref/agent/goal_recorder_isolation_test.dart,P5,pending,
agent,agent/goal_run_boundary.go,impl,lib/core/agent/ref/agent/goal_run_boundary.dart,P5,pending,
agent,agent/governor.go,impl,lib/core/agent/ref/agent/governor.dart,P5,pending,
agent,agent/governor_test.go,test,lib/core/agent/test/ref/agent/governor_test.dart,P5,pending,
agent,agent/guards_test.go,test,lib/core/agent/test/ref/agent/guards_test.dart,P5,pending,
agent,agent/hooks_test.go,test,lib/core/agent/test/ref/agent/hooks_test.dart,P5,pending,
agent,agent/host_stream_track.go,impl,lib/core/agent/ref/agent/host_stream_track.dart,P5,pending,
agent,agent/host_stream_track_test.go,test,lib/core/agent/test/ref/agent/host_stream_track_test.dart,P5,pending,
agent,agent/interrupted_recovery.go,impl,lib/core/agent/ref/agent/interrupted_recovery.dart,P5,pending,
agent,agent/keep_failure_test.go,test,lib/core/agent/test/ref/agent/keep_failure_test.dart,P5,pending,
agent,agent/legacy_execution_policy_test.go,test,lib/core/agent/test/ref/agent/legacy_execution_policy_test.dart,P5,pending,
agent,agent/lineage_key_test.go,test,lib/core/agent/test/ref/agent/lineage_key_test.dart,P5,pending,
agent,agent/listsessions_bench_test.go,test,lib/core/agent/test/ref/agent/listsessions_bench_test.dart,P5,pending,
agent,agent/listsessions_sidecar_test.go,test,lib/core/agent/test/ref/agent/listsessions_sidecar_test.dart,P5,pending,
agent,agent/live_context_budget_test.go,test,lib/core/agent/test/ref/agent/live_context_budget_test.dart,P5,pending,
agent,agent/live_contract_test.go,test,lib/core/agent/test/ref/agent/live_contract_test.dart,P5,pending,
agent,agent/live_deepseek_recovery_test.go,test,lib/core/agent/test/ref/agent/live_deepseek_recovery_test.dart,P5,pending,
agent,agent/live_goal_boundary_test.go,test,lib/core/agent/test/ref/agent/live_goal_boundary_test.dart,P5,pending,
agent,agent/loop_e2e_test.go,test,lib/core/agent/test/ref/agent/loop_e2e_test.dart,P5,pending,
agent,agent/main_test.go,test,lib/core/agent/test/ref/agent/main_test.dart,P5,pending,
agent,agent/mcp_concurrency.go,impl,lib/core/agent/ref/agent/mcp_concurrency.dart,P5,pending,
agent,agent/mcp_concurrency_test.go,test,lib/core/agent/test/ref/agent/mcp_concurrency_test.dart,P5,pending,
agent,agent/mcp_dynamic_tools.go,impl,lib/core/agent/ref/agent/mcp_dynamic_tools.dart,P5,pending,
agent,agent/mcp_dynamic_tools_test.go,test,lib/core/agent/test/ref/agent/mcp_dynamic_tools_test.dart,P5,pending,
agent,agent/mcp_shared_state.go,impl,lib/core/agent/ref/agent/mcp_shared_state.dart,P5,pending,
agent,agent/migrate.go,impl,lib/core/agent/ref/agent/migrate.dart,P5,pending,
agent,agent/migrate_native.go,impl,lib/core/agent/ref/agent/migrate_native.dart,P5,pending,
agent,agent/migrate_native_test.go,test,lib/core/agent/test/ref/agent/migrate_native_test.dart,P5,pending,
agent,agent/migrate_test.go,test,lib/core/agent/test/ref/agent/migrate_test.dart,P5,pending,
agent,agent/missing_reasoning_provider_test.go,test,lib/core/agent/test/ref/agent/missing_reasoning_provider_test.dart,P5,pending,
agent,agent/missing_reasoning_watch.go,impl,lib/core/agent/ref/agent/missing_reasoning_watch.dart,P5,pending,
agent,agent/nested_sink.go,impl,lib/core/agent/ref/agent/nested_sink.dart,P5,pending,
agent,agent/nil_boundary_test.go,test,lib/core/agent/test/ref/agent/nil_boundary_test.dart,P5,pending,
agent,agent/normalize.go,impl,lib/core/agent/ref/agent/normalize.dart,P5,pending,
agent,agent/ordinary_readiness_test.go,test,lib/core/agent/test/ref/agent/ordinary_readiness_test.dart,P5,pending,
agent,agent/outcome_test.go,test,lib/core/agent/test/ref/agent/outcome_test.dart,P5,pending,
agent,agent/output_budget.go,impl,lib/core/agent/ref/agent/output_budget.dart,P5,pending,
agent,agent/output_budget_test.go,test,lib/core/agent/test/ref/agent/output_budget_test.dart,P5,pending,
agent,agent/parallel_tasks.go,impl,lib/core/agent/ref/agent/parallel_tasks.dart,P5,pending,
agent,agent/parallel_tasks_test.go,test,lib/core/agent/test/ref/agent/parallel_tasks_test.dart,P5,pending,
agent,agent/path_bound_tools.go,impl,lib/core/agent/ref/agent/path_bound_tools.dart,P5,pending,
agent,agent/path_bound_tools_test.go,test,lib/core/agent/test/ref/agent/path_bound_tools_test.dart,P5,pending,
agent,agent/plan_contract.go,impl,lib/core/agent/ref/agent/plan_contract.dart,P5,pending,
agent,agent/plan_contract_test.go,test,lib/core/agent/test/ref/agent/plan_contract_test.dart,P5,pending,
agent,agent/plan_submission.go,impl,lib/core/agent/ref/agent/plan_submission.dart,P5,pending,
agent,agent/plan_transition_diff.go,impl,lib/core/agent/ref/agent/plan_transition_diff.dart,P5,pending,
agent,agent/plan_transition_diff_test.go,test,lib/core/agent/test/ref/agent/plan_transition_diff_test.dart,P5,pending,
agent,agent/planmode_test.go,test,lib/core/agent/test/ref/agent/planmode_test.dart,P5,pending,
agent,agent/planned_mutation_policy.go,impl,lib/core/agent/ref/agent/planned_mutation_policy.dart,P5,pending,
agent,agent/planner_adaptive_research_test.go,test,lib/core/agent/test/ref/agent/planner_adaptive_research_test.dart,P5,pending,
agent,agent/planner_registry.go,impl,lib/core/agent/ref/agent/planner_registry.dart,P5,pending,
agent,agent/planner_route.go,impl,lib/core/agent/ref/agent/planner_route.dart,P5,pending,
agent,agent/planner_safety.go,impl,lib/core/agent/ref/agent/planner_safety.dart,P5,pending,
agent,agent/planner_submit_e2e_test.go,test,lib/core/agent/test/ref/agent/planner_submit_e2e_test.dart,P5,pending,
agent,agent/planner_text_fallback.go,impl,lib/core/agent/ref/agent/planner_text_fallback.dart,P5,pending,
agent,agent/positional_compression_test.go,test,lib/core/agent/test/ref/agent/positional_compression_test.dart,P5,pending,
agent,agent/postllmcall_flow_test.go,test,lib/core/agent/test/ref/agent/postllmcall_flow_test.dart,P5,pending,
agent,agent/preflight.go,impl,lib/core/agent/ref/agent/preflight.dart,P5,pending,
agent,agent/preview.go,impl,lib/core/agent/ref/agent/preview.dart,P5,pending,
agent,agent/preview_prose_test.go,test,lib/core/agent/test/ref/agent/preview_prose_test.dart,P5,pending,
agent,agent/preview_test.go,test,lib/core/agent/test/ref/agent/preview_test.dart,P5,pending,
agent,agent/profile_boundary_test.go,test,lib/core/agent/test/ref/agent/profile_boundary_test.dart,P5,pending,
agent,agent/profile_spec.go,impl,lib/core/agent/ref/agent/profile_spec.dart,P5,pending,
agent,agent/profile_spec_test.go,test,lib/core/agent/test/ref/agent/profile_spec_test.dart,P5,pending,
agent,agent/progress_guard.go,impl,lib/core/agent/ref/agent/progress_guard.dart,P5,pending,
agent,agent/progress_guard_test.go,test,lib/core/agent/test/ref/agent/progress_guard_test.dart,P5,pending,
agent,agent/projection.go,impl,lib/core/agent/ref/agent/projection.dart,P5,pending,
agent,agent/projection_restart_test.go,test,lib/core/agent/test/ref/agent/projection_restart_test.dart,P5,pending,
agent,agent/projection_test.go,test,lib/core/agent/test/ref/agent/projection_test.dart,P5,pending,
agent,agent/projection_valid_test.go,test,lib/core/agent/test/ref/agent/projection_valid_test.dart,P5,pending,
agent,agent/prune.go,impl,lib/core/agent/ref/agent/prune.dart,P5,pending,
agent,agent/prune_test.go,test,lib/core/agent/test/ref/agent/prune_test.dart,P5,pending,
agent,agent/read_novelty_guard_test.go,test,lib/core/agent/test/ref/agent/read_novelty_guard_test.dart,P5,pending,
agent,agent/readiness_partial.go,impl,lib/core/agent/ref/agent/readiness_partial.dart,P5,pending,
agent,agent/readiness_partial_test.go,test,lib/core/agent/test/ref/agent/readiness_partial_test.dart,P5,pending,
agent,agent/readiness_salvage.go,impl,lib/core/agent/ref/agent/readiness_salvage.dart,P5,pending,
agent,agent/realdeepseek_test.go,test,lib/core/agent/test/ref/agent/realdeepseek_test.dart,P5,pending,
agent,agent/reasoning_language.go,impl,lib/core/agent/ref/agent/reasoning_language.dart,P5,pending,
agent,agent/reasoning_language_test.go,test,lib/core/agent/test/ref/agent/reasoning_language_test.dart,P5,pending,
agent,agent/reasoning_replay.go,impl,lib/core/agent/ref/agent/reasoning_replay.dart,P5,pending,
agent,agent/reasoning_warn_state.go,impl,lib/core/agent/ref/agent/reasoning_warn_state.dart,P5,pending,
agent,agent/reasoning_warn_state_test.go,test,lib/core/agent/test/ref/agent/reasoning_warn_state_test.dart,P5,pending,
agent,agent/recovery_filename.go,impl,lib/core/agent/ref/agent/recovery_filename.dart,P5,pending,
agent,agent/recovery_filename_test.go,test,lib/core/agent/test/ref/agent/recovery_filename_test.dart,P5,pending,
agent,agent/recovery_gate.go,impl,lib/core/agent/ref/agent/recovery_gate.dart,P5,pending,
agent,agent/recovery_gate_test.go,test,lib/core/agent/test/ref/agent/recovery_gate_test.dart,P5,pending,
agent,agent/recovery_gc.go,impl,lib/core/agent/ref/agent/recovery_gc.dart,P5,pending,
agent,agent/recovery_gc_test.go,test,lib/core/agent/test/ref/agent/recovery_gc_test.dart,P5,pending,
agent,agent/recovery_isolated.go,impl,lib/core/agent/ref/agent/recovery_isolated.dart,P5,pending,
agent,agent/recovery_isolated_test.go,test,lib/core/agent/test/ref/agent/recovery_isolated_test.dart,P5,pending,
agent,agent/recovery_stable_test.go,test,lib/core/agent/test/ref/agent/recovery_stable_test.dart,P5,pending,
agent,agent/repeat_failure_guard.go,impl,lib/core/agent/ref/agent/repeat_failure_guard.dart,P5,pending,
agent,agent/repeat_guard_test.go,test,lib/core/agent/test/ref/agent/repeat_guard_test.dart,P5,pending,
agent,agent/retry_e2e_test.go,test,lib/core/agent/test/ref/agent/retry_e2e_test.dart,P5,pending,
agent,agent/review_report.go,impl,lib/core/agent/ref/agent/review_report.dart,P5,pending,
agent,agent/review_unavailable.go,impl,lib/core/agent/ref/agent/review_unavailable.dart,P5,pending,
agent,agent/review_unavailable_test.go,test,lib/core/agent/test/ref/agent/review_unavailable_test.dart,P5,pending,
agent,agent/run_budget.go,impl,lib/core/agent/ref/agent/run_budget.dart,P5,pending,
agent,agent/run_budget_test.go,test,lib/core/agent/test/ref/agent/run_budget_test.dart,P5,pending,
agent,agent/run_loop.go,impl,lib/core/agent/ref/agent/run_loop.dart,P5,pending,
agent,agent/run_turn_evidence.go,impl,lib/core/agent/ref/agent/run_turn_evidence.dart,P5,pending,
agent,agent/run_usage.go,impl,lib/core/agent/ref/agent/run_usage.dart,P5,pending,
agent,agent/runaway_outcome_test.go,test,lib/core/agent/test/ref/agent/runaway_outcome_test.dart,P5,pending,
agent,agent/runaway_repro_test.go,test,lib/core/agent/test/ref/agent/runaway_repro_test.dart,P5,pending,
agent,agent/sampling_attempt.go,impl,lib/core/agent/ref/agent/sampling_attempt.dart,P5,pending,
agent,agent/sampling_request.go,impl,lib/core/agent/ref/agent/sampling_request.dart,P5,pending,
agent,agent/save.go,impl,lib/core/agent/ref/agent/save.dart,P5,pending,
agent,agent/save_crash_characterization_test.go,test,lib/core/agent/test/ref/agent/save_crash_characterization_test.dart,P5,pending,
agent,agent/save_false_diverged_test.go,test,lib/core/agent/test/ref/agent/save_false_diverged_test.dart,P5,pending,
agent,agent/save_listing_projection.go,impl,lib/core/agent/ref/agent/save_listing_projection.dart,P5,pending,
agent,agent/save_persist.go,impl,lib/core/agent/ref/agent/save_persist.dart,P5,pending,
agent,agent/save_recovery_helpers.go,impl,lib/core/agent/ref/agent/save_recovery_helpers.dart,P5,pending,
agent,agent/save_recovery_projection_test.go,test,lib/core/agent/test/ref/agent/save_recovery_projection_test.dart,P5,pending,
agent,agent/save_test.go,test,lib/core/agent/test/ref/agent/save_test.dart,P5,pending,
agent,agent/save_writer_tail.go,impl,lib/core/agent/ref/agent/save_writer_tail.dart,P5,pending,
agent,agent/save_writer_tail_test.go,test,lib/core/agent/test/ref/agent/save_writer_tail_test.dart,P5,pending,
agent,agent/scheduler.go,impl,lib/core/agent/ref/agent/scheduler.dart,P5,pending,
